timestamp,data_hex
2025-12-19T15:44:43.296760,11 01 00 3D BF 89 42 7A 77 C3 47 46 E0 C2 41 C3 F5 28 3F 00 00 80 BE B8 1E 21 41 00 00 80 BE 00 00 26 41 00 00 98 41 00 00 00 BE 00 00 80 BD 00 00 80 BD 00 F8 00
2025-12-19T15:44:43.296763,12 01 00 0C 82 8A 42 38 75 C3 47 F1 D6 C2 41 66 66 26 3F 1F 85 6B BE A4 70 21 41 00 00 30 BF 00 00 0E 41 00 00 9E 41 00 00 80 3D 00 00 00 BE 00 00 80 BD 00 F8 00
2025-12-19T15:44:43.296766,13 01 00 BB 9D 88 42 D6 7A C3 47 46 E0 C2 41 C3 F5 28 3F 00 00 80 BE 85 EB 21 41 00 00 80 BE 00 00 21 41 00 00 9B 41 00 00 80 BD 00 00 00 00 00 00 80 BD 00 F8 00
2025-12-19T15:44:43.296769,14 01 00 BF E0 8A 42 1E 74 C3 47 F1 D6 C2 41 1F 85 2B 3F AE 47 61 BE 7B 14 22 41 00 00 E0 BF 00 00 14 41 00 00 9E 41 00 00 00 3E 00 00 80 BD 00 00 00 BE 00 F8 00
2025-12-19T15:44:43.296772,15 01 00 BF E0 8A 42 1E 74 C3 47 9B E9 C2 41 C3 F5 28 3F 1F 85 6B BE 5C 8F 22 41 00 00 00 00 00 00 1B 41 00 00 9B 41 00 00 00 00 00 00 80 BD 00 00 00 00 00 F8 00
2025-12-19T15:44:43.296774,16 01 00 A5 20 8A 42 59 76 C3 47 46 E0 C2 41 66 66 26 3F B8 1E 85 BE 85 EB 21 41 00 00 80 BE 00 00 21 41 00 80 91 41 00 00 80 3D 00 00 80 3D 00 00 80 BD 00 F8 00
2025-12-19T15:44:43.296777,17 01 00 D5 5D 89 42 9C 78 C3 47 9B E9 C2 41 C3 F5 28 3F AE 47 61 BE 66 66 22 41 00 00 B0 BF 00 00 1B 41 00 80 A1 41 00 00 00 00 00 00 00 3E 00 00 80 BD 00 F8 00
2025-12-19T15:44:43.296779,18 01 00 D5 5D 89 42 9C 78 C3 47 F1 D6 C2 41 1F 85 2B 3F 1F 85 6B BE A4 70 21 41 00 00 00 00 00 00 1B 41 00 00 9E 41 00 00 00 00 00 00 40 BE 00 00 80 3D 00 F8 00
2025-12-19T15:44:43.296782,19 01 00 A5 20 8A 42 59 76 C3 47 46 E0 C2 41 1F 85 2B 3F 1F 85 6B BE C3 F5 20 41 00 00 E0 BF 00 00 14 41 00 00 9E 41 00 00 80 3D 00 00 00 00 00 00 00 BE 00 F8 00
2025-12-19T15:44:43.296798,1A 01 00 0C 82 8A 42 38 75 C3 47 F1 D6 C2 41 C3 F5 28 3F 1F 85 6B BE B8 1E 21 41 00 00 E0 BF 00 00 09 41 00 00 9B 41 00 00 80 3D 00 00 40 3E 00 00 80 3D 00 F8 00
2025-12-19T15:44:43.296801,1B 01 00 0C 82 8A 42 38 75 C3 47 9B E9 C2 41 1F 85 2B 3F 8F C2 75 BE 8F C2 21 41 00 00 88 BF 00 00 03 41 00 00 9E 41 00 00 00 3E 00 00 00 3E 00 00 80 BD 00 F8 00
2025-12-19T15:44:43.296804,1C 01 00 3D BF 89 42 7A 77 C3 47 46 E0 C2 41 1F 85 2B 3F 8F C2 75 BE 71 3D 22 41 00 00 B0 BF 00 00 1B 41 00 80 A4 41 00 00 80 BD 00 00 40 3E 00 00 00 00 00 F8 00
2025-12-19T15:44:43.296807,1D 01 00 0C 82 8A 42 38 75 C3 47 9C CD C2 41 C3 F5 28 3F 1F 85 6B BE 71 3D 22 41 00 00 30 BF 00 00 14 41 00 00 9E 41 00 00 80 3D 00 00 00 00 00 00 80 BD 00 F8 00
2025-12-19T15:44:43.296809,1E 01 00 A5 20 8A 42 59 76 C3 47 46 E0 C2 41 1F 85 2B 3F AE 47 61 BE 71 3D 22 41 00 00 B0 BF 00 00 1B 41 00 80 94 41 00 00 80 3D 00 00 40 BE 00 00 80 BD 00 F8 00
2025-12-19T15:44:43.296812,1F 01 00 A5 20 8A 42 59 76 C3 47 F1 D6 C2 41 1F 85 2B 3F B8 1E 85 BE A4 70 21 41 00 00 30 BF 00 00 2C 41 00 80 A4 41 00 00 00 BE 00 00 80 BD 00 00 80 3D 00 F8 00
2025-12-19T15:44:43.296815,20 01 00 BF E0 8A 42 1E 74 C3 47 9B E9 C2 41 C3 F5 28 3F B8 1E 85 BE 52 B8 22 41 00 00 C0 3E 00 00 21 41 00 00 9E 41 00 00 00 3E 00 00 00 00 00 00 00 00 00 F8 00
2025-12-19T15:44:43.296817,21 01 00 A5 20 8A 42 59 76 C3 47 46 E0 C2 41 1F 85 2B 3F 00 00 80 BE B8 1E 21 41 00 00 B0 BF 00 00 1B 41 00 00 9E 41 00 00 00 3E 00 00 00 00 00 00 40 BE 00 F8 00
2025-12-19T15:44:43.296820,22 01 00 BF E0 8A 42 1E 74 C3 47 46 E0 C2 41 C3 F5 28 3F 71 3D 8A BE AE 47 21 41 00 00 80 BE 00 00 26 41 00 00 9E 41 00 00 00 BE 00 00 00 3E 00 00 00 00 00 F8 00
2025-12-19T15:44:43.296822,23 01 00 A5 20 8A 42 59 76 C3 47 46 E0 C2 41 C3 F5 28 3F 3D 0A 57 BE 9A 99 21 41 00 00 88 BF 00 00 14 41 00 00 9B 41 00 00 00 00 00 00 80 3D 00 00 00 00 00 F8 00
2025-12-19T15:44:43.296825,Error saving log: [Errno 13] Permission denied: 'serial_log.csv'
2025-12-19T15:44:43.296827,24 01 00 D5 5D 89 42 9C 78 C3 47 9B E9 C2 41 C3 F5 28 3F 8F C2 75 BE 7B 14 22 41 00 00 00 00 00 00 14 41 00 00 98 41 00 00 00 00 00 00 80 BD 00 00 80 3D 00 F8 00
2025-12-19T15:44:43.296830,25 01 00 0C 82 8A 42 38 75 C3 47 9B E9 C2 41 1F 85 2B 3F 00 00 80 BE 66 66 22 41 00 00 E0 BF 00 00 1B 41 00 00 9E 41 00 00 00 BE 00 00 80 3D 00 00 00 00 00 F8 00
2025-12-19T15:44:43.296833,26 01 00 D5 5D 89 42 9C 78 C3 47 9B E9 C2 41 66 66 26 3F B8 1E 85 BE 71 3D 22 41 00 00 E0 BF 00 00 1B 41 00 00 9E 41 00 00 00 3E 00 00 80 BD 00 00 00 BE 00 F8 00
2025-12-19T15:44:43.296835,27 01 00 D5 5D 89 42 9C 78 C3 47 46 E0 C2 41 1F 85 2B 3F 1F 85 6B BE 7B 14 22 41 00 00 30 BF 00 00 14 41 00 80 A1 41 00 00 80 BD 00 00 80 BD 00 00 00 00 00 F8 00
2025-12-19T15:44:43.296838,28 01 00 D5 5D 89 42 9C 78 C3 47 9B E9 C2 41 66 66 26 3F 00 00 80 BE 66 66 22 41 00 00 0C C0 00 00 0E 41 00 00 9E 41 00 00 80 3D 00 00 00 BE 00 00 80 3D 00 F8 00
